Index,Source,Target,Weight,Is_directed
599,"Bulbochaete","Macropelopis",1,1
600,"Bulbochaete","Larsia",1,1
601,"Bulbochaete","Guttipelopia",1,1
602,"Bulbochaete","Djalmabatista",1,1
603,"Bulbochaete","Clinotanypus",1,1
604,"Bulbochaete","Albabesmyia",1,1
605,"Bulbochaete","Chaoborus punctipennis",1,1
606,"Bulbochaete","Chaoborus albatus",1,1
607,"Bulbochaete","Sphaeromais",1,1
608,"Bulbochaete","Bezzia",1,1
609,"Bulbochaete","Lepidoptera Pyralidae eoparagyractis",1,1
610,"Bulbochaete","Magaloptera Sialis",1,1
611,"Bulbochaete","Cladopelma",1,1
612,"Bulbochaete","Hemiptera Notonectids",1,1
613,"Bulbochaete","Hemiptera Veliidae",1,1
614,"Bulbochaete","Gyrinus",1,1
615,"Bulbochaete","Neuroptera Climacia",1,1
616,"Bulbochaete","Chironomus",1,1
617,"Binuclearia","Parachironomus",1,1
618,"Binuclearia","Microtendipes",1,1
619,"Binuclearia","Glyptotendipes",1,1
620,"Binuclearia","Paratanytarsus",1,1
621,"Binuclearia","Cricotopus",1,1
622,"Binuclearia","Corynoneura",1,1
623,"Binuclearia","Chaetocladius",1,1
624,"Binuclearia","Procladius",1,1
625,"Binuclearia","Macropelopis",1,1
626,"Batrachospermum","Parachironomus",1,1
627,"Batrachospermum","Microtendipes",1,1
628,"Batrachospermum","Glyptotendipes",1,1
629,"Bambusina","Parachironomus",1,1
630,"Bambusina","Microtendipes",1,1
631,"Bambusina","Glyptotendipes",1,1
632,"Bambusina","Paratanytarsus",1,1
633,"Bambusina","Cricotopus",1,1
634,"Bambusina","Corynoneura",1,1
635,"Bambusina","Chaetocladius",1,1
636,"Bambusina","Procladius",1,1
637,"Bambusina","Macropelopis",1,1
638,"Arthropoda Hydracarina","Parachironomus",1,1
639,"Arthropoda Hydracarina","Microtendipes",1,1
640,"Arthropoda Hydracarina","Glyptotendipes",1,1
641,"Arthropoda Hydracarina","Enallagma",1,1
642,"Arthropoda Hydracarina","Ophryoxus gracilis",1,1
643,"Arthropoda Hydracarina","Acantholeberis curvirostris",1,1
644,"Arthropoda Hydracarina","Chydorus sp2",1,1
645,"Arthropoda Hydracarina","Chydorus spl",1,1
646,"Arthropoda Hydracarina","Disparalona acutirostris",1,1
647,"Arthropoda Hydracarina","Alonella excisa",1,1
648,"Arthropoda Hydracarina","Alona quadrangularis",1,1
649,"Arthropoda Hydracarina","Cyclopoid copepodids",1,1
650,"Arthropoda Hydracarina","Calanoid copepodids",1,1
651,"Arthropoda Hydracarina","Nauplii",1,1
652,"Corvomyenia everetti","Parachironomus",1,1
653,"Corvomyenia everetti","Microtendipes",1,1
654,"Corvomyenia everetti","Glyptotendipes",1,1
655,"Ephydatia muelleri","Parachironomus",1,1
656,"Ephydatia muelleri","Microtendipes",1,1
657,"Ephydatia muelleri","Glyptotendipes",1,1
658,"Ephydatia muelleri","Corynoneura",1,1
659,"Ephydatia muelleri","Chaetocladius",1,1
660,"Ephydatia muelleri","Procladius",1,1
661,"Ephydatia muelleri","Macropelopis",1,1
662,"Ephydatia muelleri","Enallagma",1,1
663,"Ephydatia muelleri","Ophryoxus gracilis",1,1
664,"Ephydatia muelleri","Acantholeberis curvirostris",1,1
665,"Ephydatia muelleri","Chydorus sp2",1,1
666,"Ephydatia muelleri","Chydorus spl",1,1
667,"Ephydatia muelleri","Disparalona acutirostris",1,1
668,"Ephydatia muelleri","Alonella excisa",1,1
669,"Ephydatia muelleri","Alona quadrangularis",1,1
670,"Ephydatia muelleri","Cyclopoid copepodids",1,1
671,"Ephydatia muelleri","Calanoid copepodids",1,1
672,"Ephydatia muelleri","Nauplii",1,1
673,"Spongilla lacustris","Enallagma",1,1
674,"Spongilla lacustris","Ophryoxus gracilis",1,1
675,"Spongilla lacustris","Acantholeberis curvirostris",1,1
676,"Spongilla lacustris","Chydorus sp2",1,1
677,"Spongilla lacustris","Chydorus spl",1,1
678,"Spongilla lacustris","Disparalona acutirostris",1,1
679,"Spongilla lacustris","Alonella excisa",1,1
680,"Spongilla lacustris","Alona quadrangularis",1,1
681,"Spongilla lacustris","Alona affinis",1,1
682,"Spongilla lacustris","Cyclopoid copepodids",1,1
683,"Spongilla lacustris","Calanoid copepodids",1,1
684,"Spongilla lacustris","Nauplii",1,1
685,"Spongilla lacustris","Synchaeta",1,1
686,"Spongilla lacustris","Asplanchna",1,1
687,"Spongilla lacustris","Polyarthra vulgaris",1,1
688,"Spongilla lacustris","Polyarthra remata",1,1
689,"Spongilla lacustris","Keratella hiemalis",1,1
690,"Spongilla lacustris","Keratella cochlearis",1,1
691,"Spongilla lacustris","Conochilus unicornis",1,1
692,"Spongilla lacustris","Polyphemus pediculus",1,1
693,"Spongilla lacustris","Leptodora kindtii",1,1
694,"Spongilla lacustris","Holopedium gibberum",1,1
695,"Spongilla lacustris","Diaphanosoma birgei",1,1
696,"Spongilla lacustris","Daphnia parvula",1,1
697,"Spongilla lacustris","Daphnia galeata mendotae",1,1
698,"Spongilla lacustris","Eubosmina",1,1
699,"Spongilla lacustris","Bosmina longirostris",1,1
700,"Spongilla lacustris","Epischura lacustris",1,1
701,"Spongilla lacustris","Tropocyclops prasinus",1,1
702,"Spongilla lacustris","Mesocyclops edax",1,1
703,"Spongilla lacustris","Diacyclops thomasi",1,1
704,"Spongilla lacustris","Sida crystallina",1,1
705,"Spongilla lacustris","Diaptomus minutus",1,1
706,"Spongilla lacustris","Scapholeberis kingi",1,1
707,"Spongilla lacustris","Fish eggs",1,1
708,"Spongilla lacustris","Shiner (Notemigonus crysoleucus)",1,1
709,"Spongilla lacustris","Mudminnow (Umbra)",1,1
710,"Spongilla lacustris","?",1,1
711,"Spongilla lacustris","Black crappie (Pomoxis nigromaculatus), young",1,1
712,"Spongilla lacustris","Rock bass (Ambloptes rupestris), adult",1,1
713,"Spongilla lacustris","Rock bass (Ambloptes rupestris), young",1,1
714,"Spongilla lacustris","Largemouth bass (Micropterus salsmoides), young",1,1
715,"Spongilla lacustris","Yellow perch (Perca flaverscens), adult",1,1
716,"Spongilla lacustris","Yellow perch (Perca flaverscens), young",1,1
717,"Amphipoda Crangonyx gracilis","Turbellaria Tricladida",1,1
718,"Amphipoda Crangonyx gracilis","Annelida Hirudinea",1,1
719,"Amphipoda Crangonyx gracilis","Annelida Oligochaete",1,1
720,"Amphipoda Crangonyx gracilis","Sphaeriidae",1,1
721,"Amphipoda Crangonyx gracilis","Campeloma decisum",1,1
722,"Amphipoda Crangonyx gracilis","Bivalvia",1,1
723,"Amphipoda Crangonyx gracilis","Xenochironomus",1,1
724,"Turbellaria Tricladida","Annelida Hirudinea",1,1
725,"Turbellaria Tricladida","Stictochironomus",1,1
726,"Annelida Hirudinea","Annelida Hirudinea",1,1
727,"Annelida Hirudinea","Stictochironomus",1,1
728,"Annelida Oligochaete","Annelida Hirudinea",1,1
729,"Annelida Oligochaete","Stictochironomus",1,1
730,"Sphaeriidae","Annelida Hirudinea",1,1
731,"Sphaeriidae","Stictochironomus",1,1
732,"Campeloma decisum","Turbellaria Tricladida",1,1
733,"Campeloma decisum","Annelida Hirudinea",1,1
734,"Campeloma decisum","Annelida Oligochaete",1,1
735,"Campeloma decisum","Sphaeriidae",1,1
736,"Campeloma decisum","Campeloma decisum",1,1
737,"Campeloma decisum","Stictochironomus",1,1
738,"Bivalvia","Amphipoda Crangonyx gracilis",1,1
739,"Bivalvia","Stenochironomus",1,1
740,"Bivalvia","Pseudochironomus",1,1
741,"Bivalvia","Polypedilum",1,1
742,"Bivalvia","Sphaeriidae",1,1
743,"Bivalvia","Paratendipes",1,1
744,"Bivalvia","Bivalvia",1,1
745,"Bivalvia","Xenochironomus",1,1
746,"Bivalvia","Glyptotendipes",1,1
747,"Bivalvia","Endochironomus",1,1
748,"Bivalvia","Cryptochironomus",1,1
749,"Bivalvia","Chironomus",1,1
750,"Bivalvia","Tanytarsus",1,1
751,"Xenochironomus","Amphipoda Crangonyx gracilis",1,1
752,"Xenochironomus","Turbellaria Tricladida",1,1
753,"Xenochironomus","Stenochironomus",1,1
754,"Xenochironomus","Pseudochironomus",1,1
755,"Xenochironomus","Polypedilum",1,1
756,"Xenochironomus","Sphaeriidae",1,1
757,"Xenochironomus","Paratendipes",1,1
758,"Xenochironomus","Bivalvia",1,1
759,"Xenochironomus","Xenochironomus",1,1
760,"Xenochironomus","Glyptotendipes",1,1
761,"Xenochironomus","Endochironomus",1,1
762,"Xenochironomus","Cryptochironomus",1,1
763,"Xenochironomus","Chironomus",1,1
764,"Xenochironomus","Tanytarsus",1,1
765,"Stictochironomus","Turbellaria Tricladida",1,1
766,"Stictochironomus","Stenochironomus",1,1
767,"Stictochironomus","Annelida Hirudinea",1,1
768,"Stictochironomus","Pseudochironomus",1,1
769,"Stictochironomus","Annelida Oligochaete",1,1
770,"Stictochironomus","Sphaeriidae",1,1
771,"Stictochironomus","Campeloma decisum",1,1
772,"Stenochironomus","Turbellaria Tricladida",1,1
773,"Stenochironomus","Annelida Hirudinea",1,1
774,"Stenochironomus","Annelida Oligochaete",1,1
775,"Stenochironomus","Sphaeriidae",1,1
776,"Stenochironomus","Campeloma decisum",1,1
777,"Stenochironomus","Bivalvia",1,1
778,"Stenochironomus","Xenochironomus",1,1
779,"Stenochironomus","Stictochironomus",1,1
780,"Pseudochironomus","Turbellaria Tricladida",1,1
781,"Pseudochironomus","Annelida Hirudinea",1,1
782,"Pseudochironomus","Annelida Oligochaete",1,1
783,"Pseudochironomus","Sphaeriidae",1,1
784,"Pseudochironomus","Campeloma decisum",1,1
785,"Pseudochironomus","Bivalvia",1,1
786,"Pseudochironomus","Xenochironomus",1,1
787,"Pseudochironomus","Stictochironomus",1,1
788,"Polypedilum","Turbellaria Tricladida",1,1
789,"Polypedilum","Annelida Hirudinea",1,1
790,"Polypedilum","Annelida Oligochaete",1,1
791,"Polypedilum","Sphaeriidae",1,1
792,"Polypedilum","Campeloma decisum",1,1
793,"Polypedilum","Bivalvia",1,1
794,"Polypedilum","Xenochironomus",1,1
795,"Polypedilum","Stictochironomus",1,1
796,"Paratendipes","Turbellaria Tricladida",1,1
797,"Paratendipes","Annelida Hirudinea",1,1
798,"Paratendipes","Annelida Oligochaete",1,1
799,"Paratendipes","Sphaeriidae",1,1
800,"Paratendipes","Campeloma decisum",1,1
801,"Parachironomus","Amphipoda Crangonyx gracilis",1,1
802,"Parachironomus","Stenochironomus",1,1
803,"Parachironomus","Pseudochironomus",1,1
804,"Parachironomus","Annelida Oligochaete",1,1
805,"Parachironomus","Polypedilum",1,1
806,"Parachironomus","Sphaeriidae",1,1
807,"Parachironomus","Paratendipes",1,1
808,"Parachironomus","Bivalvia",1,1
809,"Parachironomus","Xenochironomus",1,1
810,"Parachironomus","Microtendipes",1,1
811,"Parachironomus","Glyptotendipes",1,1
812,"Parachironomus","Endochironomus",1,1
813,"Parachironomus","Cryptochironomus",1,1
814,"Parachironomus","Cladopelma",1,1
815,"Parachironomus","Chironomus",1,1
816,"Parachironomus","Tanytarsus",1,1
817,"Microtendipes","Amphipoda Crangonyx gracilis",1,1
818,"Microtendipes","Turbellaria Tricladida",1,1
819,"Microtendipes","Stenochironomus",1,1
820,"Microtendipes","Pseudochironomus",1,1
821,"Microtendipes","Polypedilum",1,1
822,"Microtendipes","Sphaeriidae",1,1
823,"Microtendipes","Paratendipes",1,1
824,"Microtendipes","Bivalvia",1,1
825,"Microtendipes","Xenochironomus",1,1
826,"Microtendipes","Microtendipes",1,1
827,"Microtendipes","Glyptotendipes",1,1
828,"Microtendipes","Endochironomus",1,1
829,"Microtendipes","Cryptochironomus",1,1
830,"Microtendipes","Chironomus",1,1
831,"Microtendipes","Tanytarsus",1,1
832,"Glyptotendipes","Amphipoda Crangonyx gracilis",1,1
833,"Glyptotendipes","Turbellaria Tricladida",1,1
834,"Glyptotendipes","Stenochironomus",1,1
835,"Glyptotendipes","Pseudochironomus",1,1
836,"Glyptotendipes","Annelida Oligochaete",1,1
837,"Glyptotendipes","Polypedilum",1,1
838,"Glyptotendipes","Sphaeriidae",1,1
839,"Glyptotendipes","Campeloma decisum",1,1
840,"Glyptotendipes","Paratendipes",1,1
841,"Glyptotendipes","Glyptotendipes",1,1
842,"Glyptotendipes","Endochironomus",1,1
843,"Glyptotendipes","Cryptochironomus",1,1
844,"Glyptotendipes","Tanytarsus",1,1
845,"Endochironomus","Amphipoda Crangonyx gracilis",1,1
846,"Endochironomus","Turbellaria Tricladida",1,1
847,"Endochironomus","Stenochironomus",1,1
848,"Endochironomus","Pseudochironomus",1,1
849,"Endochironomus","Polypedilum",1,1
850,"Endochironomus","Sphaeriidae",1,1
851,"Endochironomus","Campeloma decisum",1,1
852,"Endochironomus","Paratendipes",1,1
853,"Endochironomus","Glyptotendipes",1,1
854,"Endochironomus","Micropsectra",1,1
855,"Endochironomus","Nanocladius",1,1
856,"Cryptochironomus","Amphipoda Crangonyx gracilis",1,1
857,"Cryptochironomus","Stenochironomus",1,1
858,"Cryptochironomus","Pseudochironomus",1,1
859,"Cryptochironomus","Annelida Oligochaete",1,1
860,"Cryptochironomus","Polypedilum",1,1
861,"Cryptochironomus","Sphaeriidae",1,1
862,"Cryptochironomus","Campeloma decisum",1,1
863,"Cryptochironomus","Paratendipes",1,1
864,"Cryptochironomus","Glyptotendipes",1,1
865,"Cryptochironomus","Micropsectra",1,1
866,"Cryptochironomus","Nanocladius",1,1
867,"Cladopelma","Amphipoda Crangonyx gracilis",1,1
868,"Cladopelma","Stenochironomus",1,1
869,"Cladopelma","Pseudochironomus",1,1
870,"Cladopelma","Polypedilum",1,1
871,"Cladopelma","Sphaeriidae",1,1
872,"Cladopelma","Campeloma decisum",1,1
873,"Cladopelma","Paratendipes",1,1
874,"Cladopelma","Bivalvia",1,1
875,"Cladopelma","Xenochironomus",1,1
876,"Cladopelma","Microtendipes",1,1
877,"Cladopelma","Glyptotendipes",1,1
878,"Cladopelma","Endochironomus",1,1
879,"Cladopelma","Cryptochironomus",1,1
880,"Cladopelma","Cladopelma",1,1
881,"Cladopelma","Chironomus",1,1
882,"Chironomus","Amphipoda Crangonyx gracilis",1,1
883,"Chironomus","Stenochironomus",1,1
884,"Chironomus","Pseudochironomus",1,1
885,"Chironomus","Polypedilum",1,1
886,"Chironomus","Sphaeriidae",1,1
887,"Chironomus","Campeloma decisum",1,1
888,"Chironomus","Paratendipes",1,1
889,"Chironomus","Bivalvia",1,1
890,"Chironomus","Xenochironomus",1,1
891,"Chironomus","Microtendipes",1,1
892,"Chironomus","Glyptotendipes",1,1
893,"Chironomus","Endochironomus",1,1
894,"Chironomus","Cryptochironomus",1,1
895,"Chironomus","Chironomus",1,1
896,"Tanytarsus","Amphipoda Crangonyx gracilis",1,1
897,"Tanytarsus","Turbellaria Tricladida",1,1
898,"Tanytarsus","Stenochironomus",1,1
899,"Tanytarsus","Annelida Hirudinea",1,1
900,"Tanytarsus","Pseudochironomus",1,1
901,"Tanytarsus","Annelida Oligochaete",1,1
902,"Tanytarsus","Sphaeriidae",1,1
903,"Tanytarsus","Campeloma decisum",1,1
904,"Tanytarsus","Trichocerca cylindrica",1,1
905,"Tanytarsus","Tanytarsus",1,1
906,"Paratanytarsus","Amphipoda Crangonyx gracilis",1,1
907,"Paratanytarsus","Turbellaria Tricladida",1,1
908,"Paratanytarsus","Stenochironomus",1,1
909,"Paratanytarsus","Pseudochironomus",1,1
910,"Paratanytarsus","Polypedilum",1,1
911,"Paratanytarsus","Sphaeriidae",1,1
912,"Paratanytarsus","Paratendipes",1,1
913,"Paratanytarsus","Bivalvia",1,1
914,"Paratanytarsus","Xenochironomus",1,1
915,"Paratanytarsus","Microtendipes",1,1
916,"Paratanytarsus","Glyptotendipes",1,1
917,"Paratanytarsus","Endochironomus",1,1
918,"Paratanytarsus","Cryptochironomus",1,1
919,"Paratanytarsus","Cladopelma",1,1
920,"Paratanytarsus","Chironomus",1,1
921,"Paratanytarsus","Micropsectra",1,1
922,"Paratanytarsus","Nanocladius",1,1
923,"Micropsectra","Stenochironomus",1,1
924,"Micropsectra","Annelida Hirudinea",1,1
925,"Micropsectra","Annelida Oligochaete",1,1
926,"Micropsectra","Micropsectra",1,1
927,"Nanocladius","Amphipoda Crangonyx gracilis",1,1
928,"Nanocladius","Stenochironomus",1,1
929,"Nanocladius","Pseudochironomus",1,1
930,"Nanocladius","Annelida Oligochaete",1,1
931,"Nanocladius","Sphaeriidae",1,1
932,"Nanocladius","Campeloma decisum",1,1
933,"Nanocladius","Trichocerca cylindrica",1,1
934,"Cricotopus","Amphipoda Crangonyx gracilis",1,1
935,"Cricotopus","Stenochironomus",1,1
936,"Cricotopus","Pseudochironomus",1,1
937,"Cricotopus","Polypedilum",1,1
938,"Cricotopus","Sphaeriidae",1,1
939,"Cricotopus","Paratendipes",1,1
940,"Cricotopus","Bivalvia",1,1
941,"Cricotopus","Xenochironomus",1,1
942,"Cricotopus","Microtendipes",1,1
943,"Cricotopus","Glyptotendipes",1,1
944,"Cricotopus","Endochironomus",1,1
945,"Cricotopus","Cryptochironomus",1,1
946,"Cricotopus","Cladopelma",1,1
947,"Cricotopus","Chironomus",1,1
948,"Cricotopus","Micropsectra",1,1
949,"Cricotopus","Nanocladius",1,1
950,"Corynoneura","Amphipoda Crangonyx gracilis",1,1
951,"Corynoneura","Turbellaria Tricladida",1,1
952,"Corynoneura","Stenochironomus",1,1
953,"Corynoneura","Pseudochironomus",1,1
954,"Corynoneura","Annelida Oligochaete",1,1
955,"Corynoneura","Polypedilum",1,1
956,"Corynoneura","Sphaeriidae",1,1
957,"Corynoneura","Campeloma decisum",1,1
958,"Corynoneura","Paratendipes",1,1
959,"Corynoneura","Bivalvia",1,1
960,"Corynoneura","Xenochironomus",1,1
961,"Corynoneura","Microtendipes",1,1
962,"Corynoneura","Glyptotendipes",1,1
963,"Corynoneura","Endochironomus",1,1
964,"Corynoneura","Cryptochironomus",1,1
965,"Corynoneura","Chironomus",1,1
966,"Corynoneura","Micropsectra",1,1
967,"Corynoneura","Nanocladius",1,1
968,"Corynoneura","Tanytarsus",1,1
969,"Chaetocladius","Amphipoda Crangonyx gracilis",1,1
970,"Chaetocladius","Turbellaria Tricladida",1,1
971,"Chaetocladius","Stenochironomus",1,1
972,"Chaetocladius","Pseudochironomus",1,1
973,"Chaetocladius","Annelida Oligochaete",1,1
974,"Chaetocladius","Polypedilum",1,1
975,"Chaetocladius","Sphaeriidae",1,1
976,"Chaetocladius","Campeloma decisum",1,1
977,"Chaetocladius","Paratendipes",1,1
978,"Chaetocladius","Bivalvia",1,1
979,"Chaetocladius","Xenochironomus",1,1
980,"Chaetocladius","Microtendipes",1,1
981,"Chaetocladius","Glyptotendipes",1,1
982,"Chaetocladius","Endochironomus",1,1
983,"Chaetocladius","Cryptochironomus",1,1
984,"Chaetocladius","Chironomus",1,1
985,"Chaetocladius","Micropsectra",1,1
986,"Chaetocladius","Nanocladius",1,1
987,"Chaetocladius","Tanytarsus",1,1
988,"Procladius","Amphipoda Crangonyx gracilis",1,1
989,"Procladius","Turbellaria Tricladida",1,1
990,"Procladius","Stenochironomus",1,1
991,"Procladius","Pseudochironomus",1,1
992,"Procladius","Annelida Oligochaete",1,1
993,"Procladius","Polypedilum",1,1
994,"Procladius","Sphaeriidae",1,1
995,"Procladius","Campeloma decisum",1,1
996,"Procladius","Paratendipes",1,1
997,"Procladius","Bivalvia",1,1
998,"Procladius","Xenochironomus",1,1
999,"Procladius","Microtendipes",1,1
1000,"Procladius","Glyptotendipes",1,1
1001,"Procladius","Endochironomus",1,1
1002,"Procladius","Cryptochironomus",1,1
1003,"Procladius","Chironomus",1,1
1004,"Procladius","Micropsectra",1,1
1005,"Procladius","Nanocladius",1,1
1006,"Procladius","Tanytarsus",1,1
1007,"Macropelopis","Amphipoda Crangonyx gracilis",1,1
1008,"Macropelopis","Turbellaria Tricladida",1,1
1009,"Macropelopis","Stenochironomus",1,1
1010,"Macropelopis","Pseudochironomus",1,1
1011,"Macropelopis","Annelida Oligochaete",1,1
1012,"Macropelopis","Polypedilum",1,1
1013,"Macropelopis","Sphaeriidae",1,1
1014,"Macropelopis","Campeloma decisum",1,1
1015,"Macropelopis","Paratendipes",1,1
1016,"Macropelopis","Microtendipes",1,1
1017,"Macropelopis","Micropsectra",1,1
1018,"Macropelopis","Nanocladius",1,1
1019,"Larsia","Amphipoda Crangonyx gracilis",1,1
1020,"Larsia","Stenochironomus",1,1
1021,"Larsia","Pseudochironomus",1,1
1022,"Larsia","Polypedilum",1,1
1023,"Larsia","Sphaeriidae",1,1
1024,"Larsia","Campeloma decisum",1,1
1025,"Larsia","Paratendipes",1,1
1026,"Guttipelopia","Amphipoda Crangonyx gracilis",1,1
1027,"Guttipelopia","Stenochironomus",1,1
1028,"Guttipelopia","Pseudochironomus",1,1
1029,"Guttipelopia","Polypedilum",1,1
1030,"Guttipelopia","Sphaeriidae",1,1
1031,"Guttipelopia","Campeloma decisum",1,1
1032,"Guttipelopia","Paratendipes",1,1
1033,"Djalmabatista","Amphipoda Crangonyx gracilis",1,1
1034,"Djalmabatista","Stenochironomus",1,1
1035,"Djalmabatista","Pseudochironomus",1,1
1036,"Djalmabatista","Polypedilum",1,1
1037,"Djalmabatista","Sphaeriidae",1,1
1038,"Djalmabatista","Campeloma decisum",1,1
1039,"Djalmabatista","Paratendipes",1,1
1040,"Clinotanypus","Amphipoda Crangonyx gracilis",1,1
1041,"Clinotanypus","Stenochironomus",1,1
1042,"Clinotanypus","Pseudochironomus",1,1
1043,"Clinotanypus","Polypedilum",1,1
1044,"Clinotanypus","Sphaeriidae",1,1
1045,"Clinotanypus","Campeloma decisum",1,1
1046,"Clinotanypus","Paratendipes",1,1
1047,"Albabesmyia","Amphipoda Crangonyx gracilis",1,1
1048,"Albabesmyia","Stenochironomus",1,1
1049,"Albabesmyia","Pseudochironomus",1,1
1050,"Albabesmyia","Polypedilum",1,1
1051,"Albabesmyia","Sphaeriidae",1,1
1052,"Albabesmyia","Campeloma decisum",1,1
1053,"Albabesmyia","Paratendipes",1,1
1054,"Albabesmyia","Cladopelma",1,1
1055,"Chaoborus punctipennis","Amphipoda Crangonyx gracilis",1,1
1056,"Chaoborus punctipennis","Stenochironomus",1,1
1057,"Chaoborus punctipennis","Pseudochironomus",1,1
1058,"Chaoborus punctipennis","Polypedilum",1,1
1059,"Chaoborus punctipennis","Sphaeriidae",1,1
1060,"Chaoborus punctipennis","Campeloma decisum",1,1
1061,"Chaoborus punctipennis","Paratendipes",1,1
1062,"Chaoborus punctipennis","Cladopelma",1,1
1063,"Chaoborus albatus","Amphipoda Crangonyx gracilis",1,1
1064,"Chaoborus albatus","Stenochironomus",1,1
1065,"Chaoborus albatus","Pseudochironomus",1,1
1066,"Chaoborus albatus","Polypedilum",1,1
1067,"Chaoborus albatus","Sphaeriidae",1,1
1068,"Chaoborus albatus","Campeloma decisum",1,1
1069,"Chaoborus albatus","Paratendipes",1,1
1070,"Chaoborus albatus","Cladopelma",1,1
1071,"Sphaeromais","Amphipoda Crangonyx gracilis",1,1
1072,"Sphaeromais","Stenochironomus",1,1
1073,"Sphaeromais","Pseudochironomus",1,1
1074,"Sphaeromais","Polypedilum",1,1
1075,"Sphaeromais","Sphaeriidae",1,1
1076,"Sphaeromais","Campeloma decisum",1,1
1077,"Sphaeromais","Paratendipes",1,1
1078,"Sphaeromais","Cladopelma",1,1
1079,"Bezzia","Amphipoda Crangonyx gracilis",1,1
1080,"Bezzia","Stenochironomus",1,1
1081,"Bezzia","Pseudochironomus",1,1
1082,"Bezzia","Polypedilum",1,1
1083,"Bezzia","Sphaeriidae",1,1
1084,"Bezzia","Campeloma decisum",1,1
1085,"Bezzia","Paratendipes",1,1
1086,"Bezzia","Bivalvia",1,1
1087,"Bezzia","Xenochironomus",1,1
1088,"Bezzia","Microtendipes",1,1
1089,"Bezzia","Glyptotendipes",1,1
1090,"Bezzia","Endochironomus",1,1
1091,"Bezzia","Cryptochironomus",1,1
1092,"Bezzia","Chironomus",1,1
1093,"Lepidoptera Pyralidae eoparagyractis","Amphipoda Crangonyx gracilis",1,1
1094,"Lepidoptera Pyralidae eoparagyractis","Stenochironomus",1,1
1095,"Lepidoptera Pyralidae eoparagyractis","Pseudochironomus",1,1
1096,"Lepidoptera Pyralidae eoparagyractis","Polypedilum",1,1
1097,"Lepidoptera Pyralidae eoparagyractis","Sphaeriidae",1,1
1098,"Lepidoptera Pyralidae eoparagyractis","Campeloma decisum",1,1
1099,"Lepidoptera Pyralidae eoparagyractis","Paratendipes",1,1
1100,"Lepidoptera Pyralidae eoparagyractis","Bivalvia",1,1
1101,"Lepidoptera Pyralidae eoparagyractis","Xenochironomus",1,1
1102,"Lepidoptera Pyralidae eoparagyractis","Microtendipes",1,1
1103,"Lepidoptera Pyralidae eoparagyractis","Glyptotendipes",1,1
1104,"Lepidoptera Pyralidae eoparagyractis","Endochironomus",1,1
1105,"Lepidoptera Pyralidae eoparagyractis","Cryptochironomus",1,1
1106,"Lepidoptera Pyralidae eoparagyractis","Chironomus",1,1
1107,"Magaloptera Sialis","Amphipoda Crangonyx gracilis",1,1
1108,"Magaloptera Sialis","Stenochironomus",1,1
1109,"Magaloptera Sialis","Pseudochironomus",1,1
1110,"Magaloptera Sialis","Polypedilum",1,1
1111,"Magaloptera Sialis","Sphaeriidae",1,1
1112,"Magaloptera Sialis","Campeloma decisum",1,1
1113,"Magaloptera Sialis","Paratendipes",1,1
1114,"Magaloptera Sialis","Bivalvia",1,1
1115,"Magaloptera Sialis","Xenochironomus",1,1
1116,"Magaloptera Sialis","Microtendipes",1,1
1117,"Magaloptera Sialis","Glyptotendipes",1,1
1118,"Magaloptera Sialis","Endochironomus",1,1
1119,"Magaloptera Sialis","Cryptochironomus",1,1
1120,"Magaloptera Sialis","Cladopelma",1,1
1121,"Magaloptera Sialis","Chironomus",1,1
1122,"Hemiptera Notonectids","Amphipoda Crangonyx gracilis",1,1
1123,"Hemiptera Notonectids","Stenochironomus",1,1
1124,"Hemiptera Notonectids","Pseudochironomus",1,1
1125,"Hemiptera Notonectids","Polypedilum",1,1
1126,"Hemiptera Notonectids","Sphaeriidae",1,1
1127,"Hemiptera Notonectids","Campeloma decisum",1,1
1128,"Hemiptera Notonectids","Paratendipes",1,1
1129,"Hemiptera Notonectids","Bivalvia",1,1
1130,"Hemiptera Notonectids","Xenochironomus",1,1
1131,"Hemiptera Notonectids","Microtendipes",1,1
1132,"Hemiptera Notonectids","Glyptotendipes",1,1
1133,"Hemiptera Notonectids","Endochironomus",1,1
1134,"Hemiptera Notonectids","Cryptochironomus",1,1
1135,"Hemiptera Notonectids","Cladopelma",1,1
1136,"Hemiptera Notonectids","Chironomus",1,1
1137,"Hemiptera Veliidae","Amphipoda Crangonyx gracilis",1,1
1138,"Hemiptera Veliidae","Stenochironomus",1,1
1139,"Hemiptera Veliidae","Pseudochironomus",1,1
1140,"Hemiptera Veliidae","Polypedilum",1,1
1141,"Hemiptera Veliidae","Sphaeriidae",1,1
1142,"Hemiptera Veliidae","Campeloma decisum",1,1
1143,"Hemiptera Veliidae","Paratendipes",1,1
1144,"Hemiptera Veliidae","Bivalvia",1,1
1145,"Hemiptera Veliidae","Xenochironomus",1,1
1146,"Hemiptera Veliidae","Microtendipes",1,1
1147,"Hemiptera Veliidae","Glyptotendipes",1,1
1148,"Hemiptera Veliidae","Endochironomus",1,1
1149,"Hemiptera Veliidae","Cryptochironomus",1,1
1150,"Hemiptera Veliidae","Cladopelma",1,1
1151,"Hemiptera Veliidae","Chironomus",1,1
1152,"Gyrinus","Amphipoda Crangonyx gracilis",1,1
1153,"Gyrinus","Stenochironomus",1,1
1154,"Gyrinus","Pseudochironomus",1,1
